820 820 1952
1 0.002000000094995 -0.002000000094995 -0.001
2 0.00400000018999 -0.002000000094995 -0.001
3 0.00800000037998 -0.002000000094995 -0.001
4 0.4760000109673 -0.002000000094995 0.001
5 0.4740000069141 0 0.001
6 0.009999999776483 -0.002000000094995 -0.001
7 0.477999985218 -0.002000000094995 0.001
8 0.472000002861 -0.002000000094995 0.001
9 0 0 -0.001
10 0.006000000052154 -7.806255641896e-18 -0.001
11 0.0379999987781 -0.002000000094995 -0.001
12 0.477999985218 -0.009999999776483 0.001
13 0.03999999910593 -0.002000000094995 -0.001
14 0.4760000109673 -0.009999999776483 0.001
15 0.06800000369549 -0.002000000094995 -0.001
16 0.167999997735 0 0.001
17 0.07000000029802 -0.002000000094995 -0.001
18 0.1659999936819 -0.002000000094995 0.001
19 0.1003125011921 0.1324999928474 0.001
20 0.097999997437 -0.002000000094995 -0.001
21 0 -0.02999999932945 0.001
22 0.1000000014901 -0.002000000094995 -0.001
23 0.09200000017881 -0.009999999776483 0.001
24 0.109999999404 -0.002000000094995 -0.001
25 0.1019999980927 0 -0.001
26 0.1180000007153 -0.002000000094995 -0.001
27 0.1280000060797 -0.002000000094995 -0.001
28 0.48 0.1324999928474 0.001
29 0.1239999979734 -0.009999999776483 -0.001
30 0.09399999678135 -0.009999999776483 0.001
31 0.1299999952316 -0.002000000094995 -0.001
32 0.472000002861 -0.009999999776483 0.001
33 0.48 0 0.001
34 0.4219999909401 -0.002000000094995 0.001
35 0.48 -0.02999999932945 0.001
36 0.4239999949932 -0.002000000094995 0.001
37 0.3967812657356 0.1324999928474 0.001
38 0.4040000140667 -0.009999999776483 0.001
39 0.4699999988079 -0.002000000094995 0.001
40 0.25 -0.009999999776483 0.001
41 0.4059999883175 -0.009999999776483 0.001
42 0.140000000596 -0.002000000094995 -0.001
43 0.1420000046492 -0.002000000094995 -0.001
44 0.4699999988079 -0.009999999776483 0.001
45 0.2540000081062 -0.009999999776483 0.001
46 0.1580000072718 -0.002000000094995 -0.001
47 0 0.1324999928474 0.001
48 0.1599999964237 -0.002000000094995 -0.001
49 0.2560000121593 -0.009999999776483 0.001
50 0.03400000184774 -0.002000000094995 -0.001
51 0.4679999947548 0 0.001
52 0.1260000020266 0 -0.001
53 0.16400000453 -0.009999999776483 -0.001
54 0.1659999936819 -0.009999999776483 -0.001
55 0.1080000028014 0 -0.001
56 0.1459999978542 -0.009999999776483 -0.001
57 0.1720000058413 -0.009999999776483 -0.001
58 0.1700000017881 -0.009999999776483 -0.001
59 0.1780000030994 -0.009999999776483 -0.001
60 0.01999999955297 -0.009999999776483 -0.001
61 0.1759999990463 -0.009999999776483 -0.001
62 0.01600000075996 -0.009999999776483 -0.001
63 0.1620000004768 0 0.001
64 0.1879999935627 -0.002000000094995 -0.001
65 0.02199999988079 -0.009999999776483 -0.001
66 0.02600000053644 -0.009999999776483 -0.001
67 0.1819999963045 -0.009999999776483 -0.001
68 0.4659999907017 -0.009999999776483 0.001
69 0.1899999976158 -0.002000000094995 -0.001
70 0.109999999404 -0.009999999776483 0.001
71 0.1840000003576 -0.009999999776483 -0.001
72 0.2300000041723 -0.009999999776483 0.001
73 0.1560000032187 0 0.001
74 0.1120000034571 -0.009999999776483 0.001
75 0.48 -0.009999999776483 0.001
76 0.1480000019073 -0.009999999776483 -0.001
77 0.2259999960661 -0.009999999776483 0.001
78 0.2060000002384 -0.009999999776483 -0.001
79 0.4659999907017 -0.002000000094995 0.001
80 0.2660000026226 -0.009999999776483 0.001
81 0.1120000034571 -0.002000000094995 -0.001
82 0.4639999866486 -0.009999999776483 0.001
83 0.2179999947548 -0.002000000094995 -0.001
84 0.2619999945164 -0.009999999776483 0.001
85 0.1159999966621 -0.002000000094995 0.001
86 0.2199999988079 -0.002000000094995 -0.001
87 0.222000002861 0 -0.001
88 0.1140000000596 0 0.001
89 0.4600000083447 -0.002000000094995 0.001
90 0.01799999922514 0 0.001
91 0.01999999955297 -0.002000000094995 0.001
92 0.4620000123978 0 0.001
93 0.3740000128746 -0.009999999776483 0.001
94 0.3759999871254 -0.009999999776483 0.001
95 0.4639999866486 -0.002000000094995 0.001
96 0.4600000083447 -0.009999999776483 0.001
97 0.1000000014901 -0.009999999776483 0.001
98 0.097999997437 -0.009999999776483 0.001
99 0.04800000041723 0 -0.001
100 0.2360000014305 -0.002000000094995 -0.001
101 0.4560000002384 0 0.001
102 0.2919999957085 -0.002000000094995 0.001
103 0.4519999921322 -0.002000000094995 0.001
104 0.1379999965429 0 -0.001
105 0.01400000043213 -0.009999999776483 -0.001
106 0.4580000042915 -0.002000000094995 0.001
107 0.2080000042915 -0.009999999776483 -0.001
108 0.2119999974966 -0.009999999776483 -0.001
109 0.2899999916553 -0.002000000094995 0.001
110 0.2479999959469 -0.009999999776483 -0.001
111 0.2380000054836 -0.009999999776483 -0.001
112 0.3339999914169 -0.009999999776483 0.001
113 0.4580000042915 -0.009999999776483 0.001
114 0.2319999933243 -0.009999999776483 -0.001
115 0.2360000014305 -0.009999999776483 -0.001
116 0.4539999961853 -0.002000000094995 0.001
117 0.2479999959469 -0.002000000094995 -0.001
118 0.4079999923706 0 0.001
119 0.4519999921322 -0.009999999776483 0.001
120 0.4059999883175 -0.002000000094995 0.001
121 0.2380000054836 -0.002000000094995 -0.001
122 0.05200000107288 -0.009999999776483 -0.001
123 0.05600000172853 -0.009999999776483 -0.001
124 0.2540000081062 -0.002000000094995 -0.001
125 0.2419999986887 -0.009999999776483 -0.001
126 0.4539999961853 -0.009999999776483 0.001
127 0.3319999873638 -0.009999999776483 0.001
128 0.2440000027418 -0.009999999776483 -0.001
129 0.4480000138283 -0.002000000094995 0.001
130 0.4460000097752 -0.002000000094995 0.001
131 0.2579999864101 0 -0.001
132 0.2560000121593 -0.002000000094995 -0.001
133 0.05600000172853 -0.002000000094995 -0.001
134 0.05400000140071 0 -0.001
135 0.1059999987483 -0.009999999776483 0.001
136 0.4499999880791 0 0.001
137 0.05799999833107 -0.009999999776483 -0.001
138 0.06199999898672 -0.009999999776483 -0.001
139 0.1979999989271 0 -0.001
140 0.2000000029802 -0.002000000094995 -0.001
